trial,col_signal,sign_thresh,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,sess_start,avg_daily_pnl
1414,ema_21,ema_50,0,26,71,4.96455,34.85593,1.51714,-4.64795,0.89249,0.01843,6.42189,08:00:00,37.37303
1642,ema_21,ema_50,0,40,43,5.10713,34.26899,1.41331,-4.5411,0.91851,0.00021,6.3878,08:00:00,37.35693
789,ema_21,ema_50,1,66,100,4.78377,30.57612,4.84798,-0.47992,0.72388,0.00012,18.63714,13:30:00,37.32469
1577,ema_21,ema_50,0,25,65,5.10195,36.79674,1.15042,-4.25549,0.92606,0.01996,9.80425,08:00:00,37.19217
619,ema_21,ema_50,0,66,82,4.29612,34.01583,8.48558,-2.56986,0.76917,4e-05,17.82358,08:00:00,37.1844
1523,ema_21,ema_50,0,25,59,4.96067,36.76272,1.42833,-4.44736,0.89964,0.01783,10.24743,08:00:00,37.1301
1689,ema_21,ema_50,0,31,67,4.98928,35.32332,1.40352,-4.49128,0.90048,0.03241,5.55055,08:00:00,37.06012
1583,ema_21,ema_50,0,25,63,4.9109,38.41438,1.52089,-4.99954,0.93137,0.01752,11.0503,08:00:00,37.02579
1597,ema_21,ema_50,0,54,57,5.08011,37.26176,1.71767,-4.58494,0.98717,0.03451,9.49962,08:00:00,36.90625
154,ema_21,ema_50,0,64,87,3.82703,28.39214,5.22304,-1.99144,0.49454,0.00179,19.53089,08:00:00,36.82002
1838,ema_21,ema_50,1,27,62,4.47161,34.5252,1.70748,-4.44042,0.99875,4e-05,9.25921,08:00:00,36.81399
1410,ema_21,ema_50,0,28,57,4.87209,37.8389,1.13622,-4.98638,0.85276,0.0185,6.87188,08:00:00,36.79619
1018,ema_9,ema_21,0,70,100,4.37022,30.74453,1.49969,-0.58295,0.88909,0.01788,6.66562,13:30:00,36.50515
1258,ema_21,ema_50,0,27,95,4.83649,35.13871,1.5992,-3.60805,0.86514,0.01901,6.02504,08:00:00,36.47374
24,ema_9,ema_21,1,28,38,4.63549,23.83713,5.29773,-2.56128,0.12839,0.00117,11.37005,08:00:00,36.46111
1391,ema_21,ema_50,0,27,65,3.78812,34.51958,1.65959,-4.54145,0.94778,0.00085,7.1453,08:00:00,36.42791
1496,ema_9,ema_21,0,25,67,5.23069,38.23737,1.89379,-4.98609,0.8929,5e-05,10.55975,08:00:00,36.28046
1567,ema_21,ema_50,0,23,66,4.74916,36.75392,1.43039,-4.81949,0.93679,0.01778,8.70831,08:00:00,36.25052
1825,ema_21,ema_50,0,23,61,4.751,34.99509,1.8166,-4.67626,0.79092,0.01806,8.49575,08:00:00,36.20722
1649,ema_21,ema_50,0,11,60,4.879,39.40208,1.38086,-4.35582,0.87501,0.01982,9.23298,08:00:00,36.20029
404,ema_21,ema_50,0,68,83,4.68938,34.00211,7.88531,3.8743,0.71802,0.00091,0.37343,08:00:00,36.14552
1826,ema_21,ema_50,1,25,62,4.37533,33.95841,2.2079,-4.66231,0.85203,8e-05,9.47142,08:00:00,36.11596
1273,ema_21,ema_50,0,24,93,5.20037,36.78485,1.67174,-3.88211,0.9558,0.00015,7.07131,08:00:00,36.04067
1154,ema_21,ema_50,0,26,68,4.41523,36.50283,1.95627,-4.15161,0.85939,0.01778,7.59895,08:00:00,36.0182
1809,ema_21,ema_50,0,25,63,4.9711,38.82173,0.60616,-4.46097,0.88339,0.01897,10.73663,08:00:00,35.91399
1764,ema_21,ema_50,0,35,63,4.83541,37.30479,0.60085,-4.57714,0.77363,0.01728,8.99507,08:00:00,35.85105
1085,ema_21,ema_50,1,28,63,4.87464,29.7742,1.5377,-1.02707,0.86099,0.01683,6.2479,08:00:00,35.81775
1194,ema_21,ema_50,0,32,60,3.56359,35.72493,1.63088,-4.83153,0.87598,0.00022,7.3897,08:00:00,35.79166
1759,ema_21,ema_50,0,36,69,4.66257,35.35326,0.56647,-4.61518,0.82222,0.01848,9.59171,08:00:00,35.34871
1682,ema_21,ema_50,0,27,93,4.80843,38.06479,1.34512,-4.14728,0.81898,0.01877,5.5734,08:00:00,35.22756
1546,ema_21,ema_50,0,22,63,4.94159,35.16902,1.21713,-3.90724,0.98244,0.03142,9.26833,08:00:00,35.16619
542,ema_21,ema_50,1,60,78,4.6088,31.00441,7.17504,-3.38611,0.79014,0.01861,19.03291,08:00:00,35.16259
1072,ema_21,ema_50,0,22,94,4.86973,35.87941,3.8826,0.04689,0.72228,0.0176,5.38538,08:00:00,35.15118
608,ema_21,ema_50,0,66,81,4.32782,33.46998,8.57783,-2.8631,0.92435,0.01612,18.39983,08:00:00,35.14737
467,ema_21,ema_50,0,32,76,3.99738,29.63972,9.97433,-1.35872,0.69534,0.00038,18.97906,08:00:00,35.12683
559,ema_21,ema_50,1,68,82,4.6795,33.89293,0.33548,-3.64545,0.78392,0.00013,3.45294,08:00:00,35.0578
1763,ema_21,ema_50,0,38,65,4.57128,35.43677,0.78466,-4.99197,0.83187,0.01897,9.66727,08:00:00,34.88983
1265,ema_21,ema_50,0,26,92,4.95791,35.76702,1.4394,-3.81894,0.93171,0.03125,6.73442,08:00:00,34.88079
1250,ema_21,ema_50,0,23,93,5.3277,35.46664,1.55726,-1.04761,0.89781,0.00024,6.68574,08:00:00,34.85539
844,ema_21,ema_50,1,65,100,4.52895,33.00833,6.81066,-0.30166,0.89177,0.01603,0.67987,08:00:00,34.85449
66,ema_9,ema_21,1,50,83,4.1506,39.4744,0.79072,-1.77163,0.30764,0.0003,13.64277,08:00:00,34.69861
1434,ema_21,ema_50,0,30,72,4.95257,37.88686,1.71981,-4.49274,0.95209,0.02054,7.32225,08:00:00,34.67475
1007,ema_21,ema_50,0,67,100,4.50567,31.37307,5.51501,0.51733,0.91386,8e-05,5.60542,13:30:00,34.62239
1876,ema_21,ema_50,0,36,62,4.85824,35.09248,1.97173,-4.94915,0.98243,0.03495,9.23099,08:00:00,34.5354
209,ema_21,ema_50,0,68,87,3.48414,31.30616,3.10327,-1.23041,0.5123,0.00031,19.93303,08:00:00,34.46019
1219,ema_21,ema_50,0,29,66,4.41429,6.09217,1.60693,-4.14532,0.82464,0.0002,6.3516,08:00:00,34.34972
1411,ema_21,ema_50,0,31,49,5.20932,32.94252,1.88655,-4.38307,0.9066,0.00055,5.79757,08:00:00,34.34854
909,ema_21,ema_50,0,66,98,4.62331,35.03623,4.54811,-0.14353,0.93569,0.03285,2.92613,08:00:00,34.26442
1614,ema_21,ema_50,0,8,89,4.84336,35.76317,1.66312,-3.89815,0.91156,0.03209,14.82482,08:00:00,34.25412
1159,ema_21,ema_50,0,30,96,4.33459,36.68104,1.7976,-4.32698,0.83937,0.01737,6.45512,08:00:00,34.19361
1097,ema_21,ema_50,1,29,96,4.93999,31.32563,1.45344,-4.58314,0.81576,0.01827,6.13719,08:00:00,34.18816
1385,ema_21,ema_50,0,27,63,5.13733,35.35602,1.66502,-4.35493,0.87289,0.03123,8.29464,08:00:00,34.16862
1842,ema_21,ema_50,0,24,59,4.83373,34.97345,2.06569,0.80932,0.84753,0.01655,8.75675,08:00:00,34.09618
97,ema_9,ema_21,1,24,31,4.85377,30.60418,1.14673,-2.23069,0.12211,0.00171,18.06622,08:00:00,34.00387
1342,ema_21,ema_50,0,25,91,5.06416,36.30593,1.32287,-3.70367,0.89334,0.0344,6.5974,08:00:00,33.97135
150,ema_21,ema_50,0,65,86,4.00083,29.17683,5.13128,-1.78538,0.49753,0.003,19.59908,08:00:00,33.81362
1166,ema_21,ema_50,1,32,57,4.74839,34.97906,1.68172,-4.0576,0.86151,0.03395,7.33558,08:00:00,33.73259
1516,ema_21,ema_50,0,29,32,4.85628,35.78947,1.78438,-4.41935,0.86888,0.04656,7.76393,08:00:00,33.71722
1777,ema_21,ema_50,0,41,65,4.60849,38.13858,0.86688,-4.65493,0.80427,0.01829,8.25764,08:00:00,33.68548
1325,ema_21,ema_50,0,28,96,4.81793,36.89405,1.28868,-4.14618,0.81285,0.01692,7.11362,08:00:00,33.64867
1299,ema_21,ema_50,0,25,94,5.09426,39.39481,1.89828,-3.80547,0.96366,0.0191,6.29297,08:00:00,33.64213
518,ema_21,ema_50,0,65,82,4.78744,30.74546,8.44892,-1.7516,0.83895,0.01863,17.88599,08:00:00,33.58391
1683,ema_21,ema_50,0,34,38,4.93952,36.61748,1.63769,-4.79895,0.96565,0.03134,9.09232,08:00:00,33.57088
1873,ema_21,ema_50,0,35,63,4.91111,35.28949,2.01526,-4.84062,0.94838,0.03442,9.70269,08:00:00,33.56995
1788,ema_21,ema_50,0,53,67,4.56106,37.71334,0.59172,-4.52347,0.86667,0.02103,9.65457,08:00:00,33.48495
1185,ema_21,ema_50,0,32,73,4.54437,38.95305,1.52891,-4.24463,0.83955,0.01743,6.74788,08:00:00,33.48392
1853,ema_21,ema_50,0,23,60,5.07582,35.01733,1.76886,-4.39384,0.77285,0.03022,8.09028,08:00:00,33.27676
1641,ema_21,ema_50,0,53,55,4.99737,35.31277,1.29904,-3.77423,0.88615,0.049,5.80002,08:00:00,33.27046
1223,ema_21,ema_50,1,25,91,4.90378,34.36175,1.48936,-4.50303,0.93671,0.01744,6.05312,08:00:00,33.16893
1679,ema_21,ema_50,0,25,62,4.7137,34.14131,1.57282,2.77624,0.82913,0.00034,6.06159,08:00:00,33.16762
1608,ema_21,ema_50,0,28,67,4.65235,34.75166,1.48667,-4.43756,0.97676,0.02135,7.26718,08:00:00,33.13449
1338,ema_21,ema_50,1,27,94,5.13857,36.48198,1.27223,-3.85294,0.87818,6e-05,6.67559,08:00:00,33.08988
1108,ema_21,ema_50,1,33,96,5.26278,28.22567,1.45802,-4.36869,0.8153,2e-05,5.60202,08:00:00,33.08376
1741,ema_21,ema_50,0,40,68,4.55607,38.12429,0.67513,-4.70163,0.82597,0.01846,9.55816,08:00:00,32.94276
1282,ema_21,ema_50,0,26,30,5.30798,35.96895,1.64246,-3.60967,0.90906,0.01812,7.94455,08:00:00,32.92261
1011,ema_21,ema_50,0,65,99,5.01876,30.5509,7.87394,-0.14524,0.86573,0.0178,15.85799,08:00:00,32.92115
928,ema_21,ema_50,0,67,100,4.50739,36.88361,9.5809,0.32238,0.87805,0.03511,5.65566,08:00:00,32.89946
416,ema_21,ema_50,0,67,83,4.4226,30.76373,8.33362,-3.04981,0.67346,0.0175,3.23372,08:00:00,32.86865
421,ema_21,ema_50,0,68,81,5.15833,48.17139,8.22784,-2.99548,0.99921,3e-05,0.79098,08:00:00,32.81813
1613,ema_21,ema_50,0,26,70,5.26352,37.07998,1.44312,-3.62926,0.93416,8e-05,9.07938,08:00:00,32.81758
1740,ema_21,ema_50,0,35,66,4.73122,36.61363,0.41145,-4.64953,0.82668,0.0166,8.74259,08:00:00,32.76429
1839,ema_21,ema_50,0,38,63,4.7626,36.19303,1.92991,-4.83102,0.85604,0.03438,8.50788,08:00:00,32.73585
1409,ema_21,ema_50,0,25,29,5.06767,36.6821,1.63116,-3.98825,0.81898,0.02827,6.14763,08:00:00,32.70634
1297,ema_21,ema_50,0,22,45,4.92942,35.36051,1.43119,-4.05038,0.84563,0.0347,5.75356,08:00:00,32.70156
1020,ema_21,ema_50,0,67,99,4.58609,8.78569,1.29724,1.20482,0.8563,0.00036,16.72536,08:00:00,32.55692
337,ema_21,ema_50,0,66,81,4.4506,31.14893,7.6958,-2.59017,0.91471,0.01849,18.57828,08:00:00,32.50451
142,ema_21,ema_50,1,55,76,4.45735,32.40419,5.57859,-2.1989,0.43289,0.01401,18.43273,08:00:00,32.49674
1189,ema_21,ema_50,1,27,92,4.44211,37.32967,2.77235,-3.78386,0.82802,0.0352,6.38156,08:00:00,32.43763
555,ema_21,ema_50,1,67,82,4.69881,31.50623,9.6136,-3.70658,0.82527,0.01989,2.54286,08:00:00,32.43332
1405,ema_21,ema_50,0,29,47,4.64346,35.65559,1.70529,-4.30628,0.92059,0.03336,6.55952,08:00:00,32.40148
1672,ema_21,ema_50,0,23,92,4.57625,36.12501,1.60678,-4.80915,0.94155,0.01829,9.53656,13:30:00,32.36357
400,ema_21,ema_50,0,66,82,5.09708,34.68944,8.69287,-3.12648,0.73778,0.01822,1.30987,08:00:00,32.27955
1460,ema_21,ema_50,0,26,64,5.20528,38.4354,1.37908,-4.1909,0.92936,0.00011,6.34675,08:00:00,32.26388
1832,ema_21,ema_50,0,30,68,4.82656,35.24009,2.90455,-4.64842,0.89103,0.03287,8.21424,08:00:00,32.23711
1833,ema_21,ema_50,0,24,61,4.60892,37.85954,0.64195,-4.41147,0.82092,0.01821,17.0456,08:00:00,32.17663
499,ema_21,ema_50,0,64,84,4.52337,30.86058,8.16424,-1.43772,0.8159,0.01765,19.36807,08:00:00,32.10975
1222,ema_21,ema_50,0,30,34,4.68114,35.93245,1.19497,-1.24956,0.88466,0.0452,5.45644,08:00:00,32.10972
649,ema_21,ema_50,0,70,93,4.68895,34.85996,9.91724,-2.8585,0.74364,0.01876,19.65727,13:30:00,32.10238
1419,ema_9,ema_21,0,26,97,4.63003,36.76538,1.80486,-3.97054,0.95826,5e-05,6.63168,08:00:00,31.92868
1867,ema_21,ema_50,0,38,64,4.9548,36.47754,1.91538,-4.37566,0.85894,0.03419,8.68204,08:00:00,31.92028
1695,ema_21,ema_50,0,37,94,4.93519,36.64932,2.09661,-4.66814,0.83561,0.01785,9.28096,08:00:00,31.9194
1269,ema_21,ema_50,1,27,93,5.11865,37.88347,1.4832,-3.69056,0.94714,0.03791,7.19639,08:00:00,31.87769
1291,ema_21,ema_50,0,25,95,5.09549,35.15859,1.83129,-4.03712,0.90914,0.03523,6.93833,08:00:00,31.8528
639,ema_21,ema_50,1,69,83,4.2974,32.38936,9.51634,-2.59039,0.89215,0.01729,18.66652,08:00:00,31.73122
1318,ema_21,ema_50,0,29,93,4.84599,35.45734,1.97313,-3.99133,0.9002,0.03487,7.22808,08:00:00,31.65763
1176,ema_21,ema_50,0,33,41,4.64659,35.63014,1.58013,-4.49124,0.85764,0.03197,9.02997,08:00:00,31.63508
117,ema_21,ema_50,1,56,78,5.29801,26.20157,2.61292,-0.38599,0.16125,0.00126,16.68675,08:00:00,31.60098
1227,ema_21,ema_50,0,33,96,4.61536,35.34568,1.46292,-4.63904,0.86517,0.02105,7.67538,08:00:00,31.50717
567,ema_21,ema_50,1,43,78,4.50261,29.89205,8.17041,-4.10883,0.88965,0.01979,2.57581,08:00:00,31.43026
591,ema_21,ema_50,1,66,82,4.64322,29.49998,8.96729,-3.14004,0.93832,0.01854,17.43678,08:00:00,31.42912
61,ema_9,ema_21,1,54,74,4.25823,29.91251,0.8093,-2.62398,0.15468,0.00347,15.72215,08:00:00,31.40185
1828,ema_21,ema_50,0,40,65,4.83843,35.54893,0.95965,-4.38555,0.87618,0.0329,8.94872,08:00:00,31.31785
1332,ema_21,ema_50,0,26,93,4.79583,35.56982,1.53175,-3.42839,0.94507,0.03531,14.17427,08:00:00,31.29331
1541,ema_21,ema_50,0,20,23,4.81387,38.11062,1.26104,-4.29116,0.99712,0.04622,9.86398,08:00:00,31.24313
1617,ema_21,ema_50,0,28,31,4.94251,36.49506,1.37216,4.89303,0.93775,0.03605,7.62517,13:30:00,31.22105
1700,ema_21,ema_50,0,30,68,4.61576,37.12037,1.6782,-4.83773,0.79782,0.01724,4.73226,08:00:00,31.21222
867,ema_21,ema_50,1,66,99,4.63194,31.94213,0.92849,-1.19875,0.74265,0.01892,4.49387,08:00:00,31.16955
902,ema_21,ema_50,0,69,98,4.67131,38.45372,1.17569,-0.1987,0.94355,0.03255,4.69965,08:00:00,31.12659
778,ema_21,ema_50,0,69,81,4.8131,35.406,7.26118,0.37931,0.84497,0.06342,1.40636,08:00:00,31.01736
943,ema_21,ema_50,0,63,90,4.59483,42.20075,1.11277,-0.9475,0.94148,0.00056,5.09924,08:00:00,31.01261
465,ema_21,ema_50,0,61,85,5.05487,31.22044,7.88175,-1.76909,0.66257,0.01648,19.97771,13:30:00,30.95093
1377,ema_21,ema_50,0,28,68,5.07359,34.1219,1.84803,-4.54849,0.94566,0.01859,9.06375,08:00:00,30.93414
1677,ema_21,ema_50,0,24,64,5.09575,38.83915,1.69944,-4.00634,0.91577,0.03369,8.79298,08:00:00,30.93168
1665,ema_21,ema_50,0,25,63,4.51857,40.47569,1.44349,-3.83907,0.83614,0.01829,6.79865,08:00:00,30.81567
1708,ema_21,ema_50,0,22,64,4.65115,34.83745,1.94735,-4.99175,0.81917,0.01883,5.80804,08:00:00,30.78335
1262,ema_21,ema_50,0,29,35,5.04694,33.96868,1.9846,-1.1187,0.89511,6e-05,5.77908,08:00:00,30.77291
1509,ema_21,ema_50,1,28,65,4.61623,36.88908,1.73243,-4.78862,0.09695,0.00023,7.93599,08:00:00,30.62323
476,ema_21,ema_50,0,67,83,4.30003,31.47057,6.9059,-1.99844,0.96173,0.0339,18.88834,13:30:00,30.61257
260,ema_21,ema_50,0,63,82,4.47384,30.34465,7.60251,-1.52661,0.90177,0.0222,18.95403,08:00:00,30.57307
1421,ema_21,ema_50,0,30,51,4.85173,35.09328,1.27535,-4.41984,0.87559,0.03619,6.89165,08:00:00,30.49455
602,ema_21,ema_50,0,62,84,4.74529,31.29089,8.79907,-1.92071,0.78625,0.01732,9.4333,08:00:00,30.47612
1290,ema_21,ema_50,0,27,31,5.00818,35.9456,1.3594,-4.24177,0.88657,0.06551,7.58924,08:00:00,30.34384
582,ema_21,ema_50,1,69,82,4.3027,29.31806,8.3699,-2.44595,0.88106,0.01528,1.53645,08:00:00,30.31488
1495,ema_21,ema_50,0,24,68,5.0641,39.19232,1.68387,-4.95967,0.91293,0.03282,10.09068,08:00:00,30.23154
924,ema_21,ema_50,0,65,98,5.0802,34.10386,5.05591,-0.03993,0.86089,0.01892,3.88103,08:00:00,30.22207
1510,ema_21,ema_50,0,28,33,4.75038,40.00463,1.41781,-4.31222,0.88425,0.03271,7.43839,08:00:00,30.18664
1303,ema_21,ema_50,0,23,28,5.00289,36.69565,1.4074,-3.39436,0.82973,0.03598,6.79235,08:00:00,30.09242
448,ema_21,ema_50,0,63,80,4.79957,31.66796,9.64499,-2.05749,0.56628,0.01595,19.96209,08:00:00,30.08529
743,ema_21,ema_50,0,20,78,5.01128,37.63215,9.26471,-2.40266,0.86988,0.04286,2.87298,08:00:00,30.07867
1628,ema_21,ema_50,0,48,52,4.89619,35.20463,1.08946,-3.99245,0.89555,0.04297,5.91962,08:00:00,30.07452
869,ema_21,ema_50,1,67,99,4.70908,31.65799,0.98497,0.12663,0.83736,2e-05,6.87275,13:30:00,30.07047
1812,ema_21,ema_50,0,33,64,4.91106,36.5817,0.45593,4.63483,0.9865,0.01748,9.91314,08:00:00,30.03524
77,ema_9,ema_21,1,66,94,3.88895,41.94882,0.853,-0.82071,0.20278,6e-05,3.15286,08:00:00,29.99526
1557,ema_21,ema_50,0,21,65,5.06677,37.80797,1.41814,-4.36155,0.96691,0.03393,9.72395,08:00:00,29.91487
1278,ema_21,ema_50,0,26,92,5.00698,38.53928,1.47882,-3.5949,0.92669,0.03436,6.33145,08:00:00,29.87442
710,ema_21,ema_50,0,69,99,4.55446,36.32515,6.55904,-2.38054,0.86235,0.0525,19.01622,08:00:00,29.80541
1443,ema_21,ema_50,0,29,71,5.01778,37.76507,1.44786,-4.78242,0.93608,0.0319,6.60052,08:00:00,29.79725
861,ema_21,ema_50,1,64,99,5.06179,33.39195,1.54907,2.43773,0.78716,0.02124,4.90279,08:00:00,29.77064
848,ema_21,ema_50,0,65,82,4.54042,7.40934,7.54753,0.65872,0.80736,0.00033,3.54977,08:00:00,29.76928
397,ema_21,ema_50,0,63,81,4.96411,35.40913,9.48772,-2.59208,0.71439,0.04699,0.60896,08:00:00,29.72865
1576,ema_21,ema_50,0,21,61,4.82667,38.95203,1.44505,-4.63355,0.96167,0.04029,9.05917,08:00:00,29.66854
1778,ema_21,ema_50,0,17,61,4.77147,36.27421,2.14555,-4.99946,0.82573,0.03515,11.22444,08:00:00,29.66491
605,ema_21,ema_50,0,66,81,4.43051,32.02966,9.50854,-1.76607,0.88567,0.01844,19.64145,08:00:00,29.60279
1205,ema_21,ema_50,0,29,51,2.64141,35.98064,2.08578,-4.5705,0.89144,0.00055,6.163,08:00:00,29.56983
1163,ema_21,ema_50,0,30,67,4.76465,35.70806,1.4588,-4.00236,0.90727,0.03701,6.95912,08:00:00,29.4338
441,ema_21,ema_50,0,65,85,4.66749,31.15637,7.56641,-2.84351,0.92434,0.01912,12.20111,08:00:00,29.41899
1439,ema_21,ema_50,0,27,67,5.09647,38.39167,1.64639,-4.7474,0.9143,0.03603,6.70973,08:00:00,29.40065
1023,ema_21,ema_50,0,68,100,4.50369,34.07904,7.5303,0.37552,0.83835,0.01714,5.07296,08:00:00,29.36696
1588,ema_21,ema_50,1,25,29,5.17743,37.70484,1.51071,-4.34225,0.96619,0.03096,9.42543,08:00:00,29.23624
636,ema_21,ema_50,0,66,82,4.7839,33.80233,5.26008,-2.38108,0.80574,0.01793,18.4078,08:00:00,29.21003
1287,ema_9,ema_21,0,22,33,5.12908,35.90172,1.7377,-4.362,0.93435,0.01727,8.21961,08:00:00,29.17816
811,ema_21,ema_50,0,67,99,4.48079,30.52942,5.7181,-0.53823,0.68582,0.0179,19.96072,08:00:00,29.12521
1257,ema_21,ema_50,1,24,29,4.72294,36.35944,2.17517,-3.835,0.88322,0.06969,6.41568,08:00:00,29.1189
1064,ema_21,ema_50,0,19,38,5.79395,32.00897,9.48678,-1.23785,0.77487,0.00017,6.51577,08:00:00,29.08288
430,ema_21,ema_50,0,67,83,4.75111,30.12856,9.32453,-2.28831,0.87513,0.01908,11.12766,08:00:00,29.07374
1329,ema_21,ema_50,0,27,96,4.91871,34.75759,1.36274,-3.62721,0.83144,0.02143,13.48792,08:00:00,29.01158
967,ema_21,ema_50,0,51,97,4.72361,32.94097,6.43413,0.00499,0.87988,0.01693,13.97579,08:00:00,28.99954
394,ema_21,ema_50,0,68,80,4.86376,33.29688,7.86514,-2.67165,0.73551,0.01881,1.6019,08:00:00,28.97353
242,ema_21,ema_50,0,65,82,4.40485,31.58136,8.96864,-1.61523,0.87205,0.01899,19.19779,08:00:00,28.94714
1169,ema_21,ema_50,0,29,33,4.76167,36.21078,1.42926,-3.97507,0.86688,0.05584,6.63568,08:00:00,28.94385
969,ema_21,ema_50,0,66,99,4.41577,35.76405,7.12685,0.96556,0.80656,0.0474,16.34737,08:00:00,28.90606
540,ema_21,ema_50,0,65,81,4.87096,30.60729,6.95079,-2.71501,0.71143,0.01814,18.5786,08:00:00,28.86275
1476,ema_21,ema_50,0,27,55,4.99279,37.28971,1.69482,-4.98725,0.87159,0.0361,6.4029,08:00:00,28.80063
158,ema_21,ema_50,0,68,87,3.44823,27.11172,4.58211,-1.89001,0.46758,0.00043,18.9195,08:00:00,28.73504
328,ema_21,ema_50,0,65,81,4.50395,32.49933,6.1296,-1.49903,0.91247,0.01704,19.22795,08:00:00,28.64979
1201,ema_21,ema_50,0,28,46,4.40469,37.5767,1.326,-4.9813,0.89897,0.03145,7.51569,08:00:00,28.62266
1036,ema_21,ema_50,0,66,98,4.59706,30.61014,6.84761,-0.05569,0.8943,0.01721,2.09696,08:00:00,28.61281
560,ema_21,ema_50,1,63,95,4.65243,31.9596,9.58773,-3.50803,0.84376,0.01825,3.15476,08:00:00,28.60523
1817,ema_21,ema_50,0,27,69,4.69183,35.35233,1.77906,4.12935,0.88383,0.03189,8.75823,08:00:00,28.6052
562,ema_21,ema_50,1,67,83,4.6152,31.53225,8.39131,-3.48021,0.81258,0.02245,2.37183,08:00:00,28.52548
862,ema_21,ema_50,1,67,74,4.78735,34.53432,2.20375,-0.65834,0.76046,0.01986,4.35169,08:00:00,28.49191
1233,ema_21,ema_50,0,26,48,4.77983,34.90704,1.53499,-1.49711,0.85175,0.03388,5.40259,08:00:00,28.45449
131,ema_21,ema_50,1,55,81,4.17151,35.87662,5.84366,-0.12085,0.40139,0.02242,16.75256,08:00:00,28.37817
631,ema_21,ema_50,1,66,84,4.87058,32.55407,5.7623,-3.30211,0.44392,0.01778,18.30725,08:00:00,28.361
1183,ema_21,ema_50,0,27,77,4.33756,35.46964,1.40869,-3.79075,0.86487,0.03189,6.17724,08:00:00,28.3587
740,ema_21,ema_50,0,66,94,4.55798,31.52805,7.87949,-2.18918,0.85921,0.01713,11.35738,08:00:00,28.34265
1534,ema_21,ema_50,0,21,68,5.01319,37.03383,1.22983,-4.15047,0.91345,0.03274,9.65599,08:00:00,28.33948
1274,ema_21,ema_50,0,25,92,5.1127,38.30495,1.38832,-4.05312,0.93178,0.03586,6.57819,08:00:00,28.26795
1058,ema_21,ema_50,0,18,96,4.54506,30.53846,8.35807,-1.56959,0.79927,0.01812,5.58209,08:00:00,28.22968
308,ema_21,ema_50,0,68,82,4.29564,32.67597,8.77729,-1.78552,0.96307,0.01799,19.99395,08:00:00,28.2221
1527,ema_21,ema_50,0,32,57,4.85397,37.67125,1.82476,-4.6163,0.87526,0.03322,6.61559,08:00:00,28.17798
1356,ema_21,ema_50,0,25,96,4.81492,36.36407,1.63527,-3.67933,0.8393,0.03418,5.4147,08:00:00,28.16431
576,ema_21,ema_50,0,62,80,4.50094,30.06633,8.36621,-3.76386,0.44129,0.01825,8.93321,08:00:00,28.15732
509,ema_21,ema_50,0,65,82,4.56217,30.73938,7.59498,-1.77908,0.79931,0.01893,3.11991,08:00:00,28.14712
872,ema_21,ema_50,1,64,98,4.72082,33.55817,1.58545,-1.49517,0.81091,0.01919,3.62019,08:00:00,28.10582
1430,ema_21,ema_50,0,31,65,5.07601,40.1875,1.98214,-4.80899,0.91383,0.01809,6.90318,08:00:00,28.08326
252,ema_21,ema_50,0,62,82,4.41177,33.7984,9.18739,-0.96531,0.90301,0.00105,19.27062,13:30:00,28.04154
1773,ema_21,ema_50,0,36,62,4.75569,35.91599,0.6256,-4.50919,0.80011,0.03214,9.038,08:00:00,28.03898
1375,ema_21,ema_50,0,33,41,4.92853,34.90802,2.12236,-4.70086,0.90083,0.04738,8.82251,08:00:00,27.97526
406,ema_21,ema_50,0,66,82,4.38307,31.33756,7.17414,-2.23848,0.77997,0.01908,1.56512,08:00:00,27.8718
1392,ema_21,ema_50,0,29,60,4.86793,35.20882,1.59921,3.5753,0.8416,0.04601,7.45358,08:00:00,27.87031
250,ema_21,ema_50,0,65,83,4.63581,33.04241,9.05698,-1.25027,0.82942,0.01887,19.62811,08:00:00,27.86299
1270,ema_21,ema_50,0,23,91,5.22753,37.38011,1.58947,-3.9483,0.95494,0.01874,6.91548,08:00:00,27.84907
1653,ema_21,ema_50,0,25,64,5.05709,36.13835,1.35724,-4.478,0.90115,0.0186,6.43203,13:30:00,27.80611
1231,ema_21,ema_50,0,25,93,4.47891,44.46529,1.02884,-4.3966,0.86894,0.00039,6.78449,08:00:00,27.73846
246,ema_21,ema_50,0,69,83,4.44791,32.06844,8.41248,-1.35481,0.85455,0.01941,19.57972,08:00:00,27.73551
1315,ema_21,ema_50,1,26,92,5.13263,36.45794,1.61178,-4.20155,0.8159,0.05424,11.28211,08:00:00,27.72751
1726,ema_21,ema_50,0,39,67,4.48206,35.71566,0.57592,-4.7849,0.80729,0.0332,9.61211,08:00:00,27.66653
478,ema_21,ema_50,0,67,83,4.46067,36.91128,7.37594,-1.77933,0.66958,0.03478,18.34572,08:00:00,27.61287
346,ema_21,ema_50,0,70,84,4.53482,32.16544,9.13423,-2.91139,0.83753,0.01746,19.95167,08:00:00,27.55986
132,ema_21,ema_50,1,55,82,4.35771,35.0063,5.76483,-0.23844,0.35566,0.02324,16.71162,08:00:00,27.38155
398,ema_21,ema_50,0,64,81,4.87281,32.78931,8.50294,-2.51039,0.70133,0.01999,1.75104,08:00:00,27.35168
