,Hunger,Potter,Twilight
219,0   False,TRUE,TRUE
219,1   False,TRUE,TRUE
219,2    True,FALSE,FALSE
219,3   False,FALSE,FALSE
219,4   False,FALSE,FALSE
219,5   False,TRUE,FALSE
219,6   False,TRUE,FALSE
219,7    True,TRUE,FALSE
219,8   False,TRUE,FALSE
219,9   False,TRUE,FALSE
220,0   False,TRUE,FALSE
220,1   False,TRUE,FALSE
220,2   False,TRUE,TRUE
220,3    True,TRUE,TRUE
220,4   False,TRUE,TRUE
220,5    True,TRUE,TRUE
220,6   False,TRUE,FALSE
220,7   False,TRUE,TRUE
220,8   False,TRUE,FALSE
220,9    True,FALSE,FALSE
221,0   False,TRUE,TRUE
221,1   False,FALSE,TRUE
221,2    True,TRUE,FALSE
221,3   False,TRUE,TRUE
221,4    True,FALSE,FALSE
221,5   False,TRUE,FALSE
221,6   False,FALSE,FALSE
221,7   False,TRUE,TRUE
221,8    True,FALSE,FALSE
221,9    True,TRUE,FALSE
222,0   False,FALSE,TRUE
222,1   False,TRUE,FALSE
222,2   False,FALSE,FALSE
222,3   False,TRUE,TRUE
222,4   False,FALSE,TRUE
222,5   False,FALSE,FALSE
222,6   False,TRUE,FALSE
222,7    True,FALSE,TRUE
222,8   False,TRUE,FALSE
222,9    True,FALSE,TRUE
223,0    True,FALSE,FALSE
223,1   False,TRUE,FALSE
223,2   False,FALSE,TRUE
223,3    True,FALSE,FALSE
223,4   False,FALSE,FALSE
223,5    True,TRUE,TRUE
223,6    True,TRUE,TRUE
223,7   False,TRUE,TRUE
223,8    True,FALSE,FALSE
223,9   False,FALSE,FALSE
224,0   False,FALSE,TRUE
224,1    True,TRUE,FALSE
224,2    True,TRUE,TRUE
224,3   False,TRUE,TRUE
224,4   False,FALSE,FALSE
224,5   False,FALSE,FALSE
224,6   False,FALSE,FALSE
224,7   False,FALSE,FALSE
224,8    True,FALSE,FALSE
224,9   False,TRUE,FALSE
225,0   False,TRUE,FALSE
225,1   False,FALSE,FALSE
225,2   False,TRUE,FALSE
225,3   False,FALSE,TRUE
225,4    True,FALSE,FALSE
225,5   False,TRUE,FALSE
225,6   False,FALSE,FALSE
225,7   False,TRUE,FALSE
225,8   False,FALSE,FALSE
225,9    True,FALSE,FALSE
226,0    True,FALSE,FALSE
226,1   False,FALSE,FALSE
226,2   False,FALSE,TRUE
226,3    True,TRUE,FALSE
226,4    True,TRUE,TRUE
226,5   False,FALSE,TRUE
226,6   False,TRUE,FALSE
226,7   False,TRUE,TRUE
226,8   False,FALSE,FALSE
226,9    True,FALSE,FALSE
227,0   False,TRUE,FALSE
227,1   False,TRUE,FALSE
227,2   False,FALSE,FALSE
227,3    True,TRUE,TRUE
227,4    True,FALSE,FALSE
227,5    True,TRUE,FALSE
227,6   False,TRUE,FALSE
227,7   False,TRUE,FALSE
227,8   False,FALSE,FALSE
227,9    True,FALSE,FALSE
228,0   False,FALSE,FALSE
228,1   False,TRUE,FALSE
228,2   False,FALSE,TRUE
228,3   False,FALSE,FALSE
228,4    True,FALSE,FALSE
228,5   False,TRUE,TRUE
228,6    True,FALSE,TRUE
228,7   False,TRUE,FALSE
228,8   False,FALSE,FALSE
228,9   False,TRUE,TRUE
229,0   False,TRUE,FALSE
229,1    True,FALSE,FALSE
229,2   False,TRUE,FALSE
229,3    True,TRUE,TRUE
229,4   False,FALSE,FALSE
229,5   False,FALSE,FALSE
229,6   False,FALSE,TRUE
229,7    True,TRUE,TRUE
229,8    True,TRUE,TRUE
229,9   False,FALSE,FALSE
230,0    True,TRUE,FALSE
230,1   False,TRUE,FALSE
230,2   False,FALSE,FALSE
230,3   False,FALSE,TRUE
230,4   False,FALSE,FALSE
230,5   False,FALSE,TRUE
230,6   False,TRUE,FALSE
230,7    True,FALSE,FALSE
230,8   False,FALSE,FALSE
230,9   False,FALSE,TRUE
231,0    True,TRUE,TRUE
231,1    True,FALSE,TRUE
231,2   False,TRUE,FALSE
231,3   False,TRUE,FALSE
231,4   False,FALSE,FALSE
231,5   False,TRUE,FALSE
231,6   False,TRUE,FALSE
231,7    True,TRUE,FALSE
231,8   False,TRUE,TRUE
231,9   False,TRUE,TRUE
232,0    True,FALSE,FALSE
232,1   False,FALSE,FALSE
232,2    True,FALSE,TRUE
232,3   False,TRUE,FALSE
232,4   False,TRUE,TRUE
232,5    True,TRUE,TRUE
232,6    True,FALSE,TRUE
232,7    True,TRUE,FALSE
232,8   False,TRUE,FALSE
232,9   False,TRUE,FALSE
233,0   False,FALSE,FALSE
233,1   False,TRUE,TRUE
233,2   False,TRUE,TRUE
233,3    True,FALSE,TRUE
233,4    True,TRUE,TRUE
233,5   False,FALSE,FALSE
233,6   False,FALSE,FALSE
233,7    True,TRUE,FALSE
233,8   False,TRUE,FALSE
233,9   False,TRUE,FALSE
234,0    True,TRUE,TRUE
234,1   False,FALSE,FALSE
234,2    True,FALSE,FALSE
234,3    True,TRUE,FALSE
234,4   False,TRUE,TRUE
234,5   False,FALSE,FALSE
234,6   False,TRUE,TRUE
234,7    True,TRUE,FALSE
234,8   False,TRUE,FALSE
234,9   False,TRUE,TRUE
235,0   False,TRUE,FALSE
235,1   False,FALSE,FALSE
235,2   False,FALSE,FALSE
235,3   False,FALSE,TRUE
235,4    True,FALSE,FALSE
235,5   False,FALSE,FALSE
235,6    True,FALSE,TRUE
235,7   False,FALSE,FALSE
235,8    True,TRUE,FALSE
235,9   False,FALSE,FALSE
236,0   False,TRUE,FALSE
236,1   False,FALSE,TRUE
236,2   False,FALSE,FALSE
236,3    True,FALSE,TRUE
236,4   False,FALSE,TRUE
236,5    True,TRUE,FALSE
236,6   False,TRUE,FALSE
236,7   False,TRUE,TRUE
236,8   False,FALSE,TRUE
236,9   False,TRUE,FALSE
237,0    True,FALSE,FALSE
237,1    True,FALSE,FALSE
237,2    True,TRUE,TRUE
237,3   False,TRUE,TRUE
237,4    True,FALSE,FALSE
237,5   False,TRUE,FALSE
237,6   False,FALSE,FALSE
237,7   False,TRUE,FALSE
237,8    True,FALSE,FALSE
237,9   False,TRUE,FALSE
238,0   False,FALSE,FALSE
238,1    True,FALSE,FALSE
238,2   False,FALSE,TRUE
238,3   False,FALSE,FALSE
238,4   False,FALSE,FALSE
238,5   False,TRUE,TRUE
238,6   False,FALSE,FALSE
238,7   False,FALSE,TRUE
238,8    True,FALSE,FALSE
238,9    True,FALSE,FALSE
239,0   False,FALSE,FALSE
239,1   False,TRUE,FALSE
239,2    True,FALSE,FALSE
239,3    True,TRUE,TRUE
239,4   False,FALSE,TRUE
239,5   False,TRUE,FALSE
239,6    True,FALSE,FALSE
239,7   False,TRUE,FALSE
239,8    True,TRUE,FALSE
239,9   False,FALSE,FALSE
240,0   False,TRUE,FALSE
240,1   False,TRUE,TRUE
240,2   False,TRUE,FALSE
240,3   False,FALSE,TRUE
240,4    True,FALSE,TRUE
240,5   False,FALSE,FALSE
240,6   False,TRUE,FALSE
240,7   False,TRUE,FALSE
240,8   False,FALSE,FALSE
240,9    True,TRUE,FALSE
241,0   False,FALSE,FALSE
241,1   False,FALSE,FALSE
241,2    True,TRUE,FALSE
241,3   False,FALSE,FALSE
241,4    True,TRUE,TRUE
241,5   False,FALSE,TRUE
241,6   False,TRUE,FALSE
241,7   False,FALSE,FALSE
241,8   False,FALSE,FALSE
241,9   False,FALSE,TRUE
242,0    True,FALSE,TRUE
242,1   False,FALSE,TRUE
242,2    True,FALSE,FALSE
242,3    True,TRUE,TRUE
242,4   False,TRUE,TRUE
242,5   False,FALSE,FALSE
242,6    True,TRUE,FALSE
242,7    True,FALSE,FALSE
242,8    True,FALSE,TRUE
242,9   False,FALSE,TRUE
243,0   False,TRUE,TRUE
243,1   False,TRUE,FALSE
243,2   False,FALSE,FALSE
243,3    True,FALSE,FALSE
243,4   False,TRUE,FALSE
243,5   False,FALSE,FALSE
243,6    True,FALSE,FALSE
243,7   False,FALSE,FALSE
243,8   False,FALSE,TRUE
243,9   False,TRUE,FALSE
244,0   False,FALSE,FALSE
244,1   False,FALSE,FALSE
244,2    True,TRUE,FALSE
244,3   False,FALSE,FALSE
244,4   False,TRUE,TRUE
244,5   False,FALSE,FALSE
244,6   False,TRUE,TRUE
244,7   False,FALSE,TRUE
244,8    True,FALSE,FALSE
244,9   False,FALSE,FALSE
245,0    True,TRUE,FALSE
245,1    True,FALSE,FALSE
245,2    True,FALSE,FALSE
245,3   False,TRUE,TRUE
245,4   False,TRUE,FALSE
245,5   False,TRUE,TRUE
245,6   False,TRUE,FALSE
245,7   False,TRUE,FALSE
245,8   False,TRUE,TRUE
245,9   False,TRUE,FALSE
246,0    True,FALSE,FALSE
246,1    True,FALSE,FALSE
246,2   False,FALSE,TRUE
246,3   False,TRUE,FALSE
246,4   False,TRUE,FALSE
246,5   False,TRUE,FALSE
246,6   False,TRUE,FALSE
246,7    True,TRUE,FALSE
246,8   False,TRUE,FALSE
246,9   False,TRUE,FALSE
247,0   False,FALSE,FALSE
247,1   False,TRUE,FALSE
247,2   False,TRUE,TRUE
247,3   False,FALSE,TRUE
247,4    True,FALSE,FALSE
247,5   False,TRUE,FALSE
247,6   False,TRUE,FALSE
247,7   False,TRUE,TRUE
247,8   False,FALSE,FALSE
247,9    True,FALSE,FALSE
248,0    True,FALSE,FALSE
248,1    True,FALSE,FALSE
248,2   False,FALSE,FALSE
248,3   False,FALSE,TRUE
248,4   False,TRUE,FALSE
248,5   False,TRUE,FALSE
248,6   False,FALSE,FALSE
248,7   False,TRUE,TRUE
248,8   False,TRUE,FALSE
248,9    True,FALSE,FALSE
249,0    True,TRUE,TRUE
249,1   False,TRUE,FALSE
249,2    True,FALSE,FALSE
249,3   False,FALSE,TRUE
249,4   False,FALSE,FALSE
249,5   False,TRUE,FALSE
249,6   False,TRUE,FALSE
249,7   False,TRUE,FALSE
249,8    True,FALSE,TRUE
249,9    True,TRUE,FALSE
250,0   False,FALSE,FALSE
250,1    True,FALSE,FALSE
250,2    True,FALSE,TRUE
250,3   False,FALSE,FALSE
250,4   False,TRUE,FALSE
250,5   False,FALSE,FALSE
250,6   False,TRUE,TRUE
250,7    True,FALSE,FALSE
250,8   False,FALSE,TRUE
250,9    True,TRUE,TRUE
251,0   False,FALSE,FALSE
251,1    True,TRUE,FALSE
251,2   False,TRUE,FALSE
251,3   False,TRUE,FALSE
251,4   False,FALSE,FALSE
251,5   False,TRUE,FALSE
251,6   False,FALSE,FALSE
251,7   False,TRUE,FALSE
251,8    True,FALSE,TRUE
251,9    True,TRUE,TRUE
252,0    True,TRUE,FALSE
252,1   False,TRUE,FALSE
252,2    True,FALSE,FALSE
252,3   False,TRUE,FALSE
252,4   False,FALSE,TRUE
252,5    True,FALSE,FALSE
252,6    True,TRUE,FALSE
252,7    True,FALSE,FALSE
252,8   False,FALSE,FALSE
252,9   False,FALSE,FALSE
253,0   False,TRUE,FALSE
253,1   False,FALSE,TRUE
253,2    True,TRUE,FALSE
253,3    True,FALSE,FALSE
253,4    True,TRUE,FALSE
253,5    True,FALSE,FALSE
253,6   False,FALSE,FALSE
253,7   False,FALSE,TRUE
253,8   False,FALSE,FALSE
253,9   False,FALSE,TRUE
254,0    True,TRUE,TRUE
254,1   False,FALSE,TRUE
254,2   False,TRUE,TRUE
254,3   False,FALSE,TRUE
254,4   False,TRUE,FALSE
254,5   False,TRUE,TRUE
254,6    True,FALSE,FALSE
254,7   False,FALSE,TRUE
254,8    True,FALSE,FALSE
254,9    True,FALSE,TRUE
255,0    True,TRUE,FALSE
255,1    True,TRUE,FALSE
255,2    True,FALSE,TRUE
255,3   False,FALSE,FALSE
255,4   False,FALSE,FALSE
255,5    True,FALSE,FALSE
255,6   False,FALSE,TRUE
255,7   False,FALSE,FALSE
255,8   False,TRUE,TRUE
255,9   False,TRUE,FALSE
256,0   False,TRUE,FALSE
256,1   False,TRUE,FALSE
256,2   False,FALSE,FALSE
256,3   False,TRUE,FALSE
256,4   False,FALSE,TRUE
256,5   False,FALSE,FALSE
256,6    True,FALSE,TRUE
256,7    True,FALSE,FALSE
256,8   False,TRUE,FALSE
256,9    True,FALSE,FALSE
257,0    True,FALSE,FALSE
257,1    True,TRUE,TRUE
257,2   False,TRUE,FALSE
257,3   False,TRUE,FALSE
257,4   False,FALSE,TRUE
257,5    True,TRUE,TRUE
257,6   False,TRUE,TRUE
257,7   False,TRUE,FALSE
257,8    True,TRUE,FALSE
257,9   False,FALSE,FALSE
258,0    True,TRUE,TRUE
258,1   False,FALSE,FALSE
258,2   False,TRUE,TRUE
258,3   False,FALSE,FALSE
258,4   False,FALSE,FALSE
258,5   False,TRUE,TRUE
258,6    True,TRUE,TRUE
258,7   False,TRUE,FALSE
258,8   False,TRUE,FALSE
258,9   False,TRUE,FALSE
259,0    True,FALSE,TRUE
259,1   False,FALSE,FALSE
259,2    True,TRUE,TRUE
259,3    True,FALSE,FALSE
259,4   False,FALSE,FALSE
259,5   False,FALSE,TRUE
259,6    True,FALSE,FALSE
259,7   False,TRUE,TRUE
259,8    True,TRUE,FALSE
259,9   False,TRUE,TRUE
260,0   False,TRUE,TRUE
260,1   False,FALSE,TRUE
260,2    True,FALSE,TRUE
260,3    True,TRUE,FALSE
260,4    True,FALSE,FALSE
260,5   False,TRUE,FALSE
260,6   False,TRUE,FALSE
260,7    True,FALSE,FALSE
260,8   False,TRUE,FALSE
260,9    True,FALSE,TRUE
261,0    True,FALSE,FALSE
261,1   False,FALSE,FALSE
261,2    True,TRUE,FALSE
261,3    True,FALSE,FALSE
261,4   False,FALSE,TRUE
261,5   False,TRUE,FALSE
261,6   False,TRUE,TRUE
261,7    True,FALSE,FALSE
261,8   False,FALSE,FALSE
261,9   False,TRUE,TRUE
262,0   False,TRUE,FALSE
262,1    True,TRUE,FALSE
262,2    True,TRUE,TRUE
262,3    True,TRUE,FALSE
262,4   False,TRUE,FALSE
262,5   False,FALSE,FALSE
262,6   False,FALSE,FALSE
262,7    True,TRUE,FALSE
262,8   False,TRUE,FALSE
262,9   False,TRUE,FALSE
263,0   False,TRUE,FALSE
263,1    True,FALSE,FALSE
263,2    True,FALSE,FALSE
263,3   False,TRUE,FALSE
263,4   False,TRUE,TRUE
263,5    True,FALSE,FALSE
263,6   False,FALSE,TRUE
263,7   False,FALSE,FALSE
263,8    True,FALSE,TRUE
263,9   False,TRUE,FALSE
264,0    True,TRUE,FALSE
264,1   False,TRUE,TRUE
264,2   False,FALSE,FALSE
264,3   False,FALSE,TRUE
264,4   False,TRUE,FALSE
264,5   False,FALSE,TRUE
264,6   False,TRUE,FALSE
264,7   False,TRUE,FALSE
264,8   False,TRUE,FALSE
264,9    True,TRUE,FALSE
265,0    True,TRUE,TRUE
265,1   False,FALSE,FALSE
265,2   False,TRUE,TRUE
265,3   False,TRUE,FALSE
265,4    True,TRUE,FALSE
265,5   False,TRUE,FALSE
265,6   False,TRUE,FALSE
265,7   False,FALSE,FALSE
265,8   False,FALSE,FALSE
265,9   False,TRUE,FALSE
266,0   False,TRUE,FALSE
266,1   False,TRUE,FALSE
266,2   False,TRUE,TRUE
266,3    True,TRUE,FALSE
266,4   False,FALSE,FALSE
266,5   False,FALSE,FALSE
266,6    True,TRUE,FALSE
266,7   False,TRUE,FALSE
266,8   False,TRUE,FALSE
266,9    True,FALSE,FALSE
267,0   False,FALSE,TRUE
267,1    True,FALSE,FALSE
267,2    True,FALSE,TRUE
267,3   False,TRUE,TRUE
267,4    True,TRUE,TRUE
267,5   False,FALSE,FALSE
267,6    True,TRUE,TRUE
267,7   False,TRUE,FALSE
267,8   False,TRUE,FALSE
267,9   False,FALSE,FALSE
268,0   False,TRUE,FALSE
268,1   False,TRUE,FALSE
268,2   False,FALSE,FALSE
268,3   False,FALSE,FALSE
268,4   False,TRUE,FALSE
268,5   False,FALSE,TRUE
268,6   False,FALSE,TRUE
268,7   False,FALSE,FALSE
268,8   False,TRUE,FALSE
268,9   False,TRUE,TRUE
269,0    True,TRUE,FALSE
269,1   False,FALSE,FALSE
269,2    True,TRUE,TRUE
269,3   False,FALSE,FALSE
269,4   False,TRUE,TRUE
269,5   False,TRUE,FALSE
269,6   False,TRUE,TRUE
269,7    True,TRUE,FALSE
269,8   False,TRUE,FALSE
269,9   False,TRUE,FALSE
270,0   False,TRUE,TRUE
270,1   False,TRUE,TRUE
270,2   False,FALSE,FALSE
270,3   False,FALSE,FALSE
270,4   False,FALSE,FALSE
270,5    True,FALSE,FALSE
270,6    True,FALSE,FALSE
270,7   False,FALSE,FALSE
270,8   False,FALSE,FALSE
270,9   False,FALSE,TRUE
271,0    True,FALSE,FALSE
271,1   False,TRUE,FALSE
271,2   False,TRUE,FALSE
271,3   False,TRUE,FALSE
271,4   False,FALSE,FALSE
271,5    True,TRUE,FALSE
271,6   False,TRUE,TRUE
271,7   False,FALSE,FALSE
271,8    True,FALSE,TRUE
271,9   False,FALSE,FALSE
272,0    True,FALSE,TRUE
272,1   False,FALSE,FALSE
272,2    True,FALSE,FALSE
272,3    True,TRUE,TRUE
272,4   False,TRUE,TRUE
272,5   False,FALSE,FALSE
272,6    True,TRUE,FALSE
272,7   False,FALSE,FALSE
272,8   False,FALSE,TRUE
272,9   False,FALSE,FALSE
273,0    True,FALSE,FALSE
273,1   False,FALSE,TRUE
273,2   False,TRUE,TRUE
273,3   False,TRUE,TRUE
273,4   False,TRUE,FALSE
273,5   False,FALSE,FALSE
273,6    True,TRUE,FALSE
273,7   False,TRUE,FALSE
273,8   False,FALSE,TRUE
273,9    True,FALSE,FALSE
274,0    True,TRUE,FALSE
274,1   False,TRUE,FALSE
274,2   False,FALSE,FALSE
274,3   False,TRUE,TRUE
274,4    True,FALSE,FALSE
274,5   False,TRUE,FALSE
274,6   False,FALSE,FALSE
274,7    True,TRUE,TRUE
274,8   False,FALSE,FALSE
274,9    True,FALSE,FALSE
275,0   False,TRUE,FALSE
275,1   False,TRUE,TRUE
275,2    True,TRUE,FALSE
275,3   False,TRUE,FALSE
275,4   False,TRUE,TRUE
275,5   False,FALSE,FALSE
275,6    True,TRUE,FALSE
275,7    True,FALSE,FALSE
275,8   False,FALSE,FALSE
275,9   False,TRUE,FALSE
276,0   False,TRUE,TRUE
276,1   False,FALSE,TRUE
276,2   False,TRUE,FALSE
276,3   False,FALSE,FALSE
276,4    True,TRUE,FALSE
276,5   False,FALSE,FALSE
276,6   False,TRUE,FALSE
276,7   False,FALSE,FALSE
276,8   False,TRUE,FALSE
276,9   False,TRUE,FALSE
277,0    True,FALSE,FALSE
277,1    True,FALSE,TRUE
277,2   False,TRUE,FALSE
277,3   False,FALSE,FALSE
277,4   False,FALSE,FALSE
277,5   False,FALSE,FALSE
277,6    True,FALSE,FALSE
277,7   False,TRUE,FALSE
277,8   False,TRUE,FALSE
277,9   False,TRUE,FALSE
278,0   False,TRUE,FALSE
278,1   False,FALSE,FALSE
278,2   False,FALSE,TRUE
278,3   False,FALSE,FALSE
278,4   False,TRUE,FALSE
278,5    True,FALSE,FALSE
278,6    True,FALSE,FALSE
278,7   False,TRUE,TRUE
278,8   False,TRUE,FALSE
278,9   False,TRUE,TRUE
279,0   False,TRUE,FALSE
279,1   False,TRUE,FALSE
279,2   False,FALSE,TRUE
279,3   False,FALSE,TRUE
279,4   False,TRUE,FALSE
279,5   False,TRUE,TRUE
279,6    True,TRUE,TRUE
279,7   False,FALSE,FALSE
279,8   False,FALSE,FALSE
279,9    True,TRUE,FALSE
280,0   False,TRUE,FALSE
280,1   False,TRUE,FALSE
280,2   False,TRUE,FALSE
280,3   False,TRUE,FALSE
280,4    True,FALSE,FALSE
280,5   False,FALSE,TRUE
280,6    True,TRUE,TRUE
280,7    True,FALSE,TRUE
280,8   False,FALSE,TRUE
280,9   False,FALSE,FALSE
281,0    True,FALSE,FALSE
281,1    True,TRUE,TRUE
281,2   False,TRUE,FALSE
281,3    True,FALSE,FALSE
281,4   False,FALSE,FALSE
281,5   False,FALSE,FALSE
281,6   False,TRUE,FALSE
281,7    True,FALSE,FALSE
281,8   False,FALSE,FALSE
281,9   False,TRUE,FALSE
282,0   False,TRUE,TRUE
282,1   False,FALSE,FALSE
282,2    True,FALSE,FALSE
282,3    True,TRUE,TRUE
282,4   False,FALSE,FALSE
282,5   False,TRUE,FALSE
282,6   False,TRUE,FALSE
282,7    True,TRUE,FALSE
282,8    True,FALSE,FALSE
282,9   False,TRUE,TRUE
283,0   False,TRUE,FALSE
283,1    True,FALSE,TRUE
283,2   False,FALSE,FALSE
283,3   False,TRUE,FALSE
283,4   False,FALSE,FALSE
283,5    True,TRUE,FALSE
283,6   False,TRUE,FALSE
283,7    True,FALSE,FALSE
283,8    True,FALSE,FALSE
283,9    True,TRUE,FALSE
284,0    True,FALSE,FALSE
284,1   False,FALSE,FALSE
284,2   False,FALSE,FALSE
284,3    True,TRUE,FALSE
284,4    True,FALSE,TRUE
284,5   False,TRUE,FALSE
284,6   False,TRUE,FALSE
284,7   False,TRUE,TRUE
284,8    True,FALSE,FALSE
284,9    True,TRUE,TRUE
285,0   False,TRUE,FALSE
285,1    True,FALSE,FALSE
285,2   False,TRUE,FALSE
285,3   False,TRUE,FALSE
285,4   False,TRUE,FALSE
285,5   False,FALSE,FALSE
285,6    True,TRUE,TRUE
285,7   False,TRUE,TRUE
285,8   False,TRUE,FALSE
285,9   False,TRUE,FALSE
286,0   False,TRUE,TRUE
286,1    True,FALSE,TRUE
286,2   False,TRUE,TRUE
286,3   False,TRUE,FALSE
286,4   False,TRUE,TRUE
286,5   False,FALSE,FALSE
286,6   False,TRUE,FALSE
286,7   False,FALSE,FALSE
286,8   False,TRUE,FALSE
286,9   False,TRUE,TRUE
287,0   False,FALSE,FALSE
287,1    True,FALSE,FALSE
287,2   False,FALSE,TRUE
287,3   False,TRUE,FALSE
287,4    True,TRUE,FALSE
287,5   False,FALSE,FALSE
287,6    True,TRUE,FALSE
287,7    True,TRUE,FALSE
287,8   False,TRUE,TRUE
287,9   False,TRUE,TRUE
288,0   False,FALSE,TRUE
288,1    True,FALSE,FALSE
288,2    True,FALSE,TRUE
288,3   False,TRUE,TRUE
288,4   False,TRUE,FALSE
288,5   False,TRUE,FALSE
288,6   False,TRUE,FALSE
288,7   False,FALSE,FALSE
288,8    True,TRUE,FALSE
288,9   False,FALSE,FALSE
289,0    True,TRUE,FALSE
289,1   False,FALSE,FALSE
289,2    True,FALSE,FALSE
289,3   False,TRUE,FALSE
289,4   False,FALSE,FALSE
289,5   False,TRUE,FALSE
289,6   False,TRUE,FALSE
289,7   False,FALSE,FALSE
289,8    True,TRUE,FALSE
289,9    True,FALSE,FALSE
290,0   False,TRUE,FALSE
290,1   False,FALSE,FALSE
290,2   False,FALSE,FALSE
290,3    True,TRUE,FALSE
290,4   False,TRUE,FALSE
290,5   False,TRUE,TRUE
290,6   False,FALSE,FALSE
290,7   False,TRUE,FALSE
290,8    True,TRUE,FALSE
290,9   False,TRUE,FALSE
291,0    True,FALSE,FALSE
291,1   False,FALSE,FALSE
291,2   False,FALSE,FALSE
291,3   False,TRUE,FALSE
291,4   False,FALSE,FALSE
291,5   False,TRUE,FALSE
291,6   False,FALSE,TRUE
291,7   False,FALSE,FALSE
291,8   False,TRUE,TRUE
291,9    True,FALSE,TRUE
292,0    True,TRUE,FALSE
292,1   False,TRUE,FALSE
292,2   False,TRUE,FALSE
292,3   False,FALSE,TRUE
292,4   False,FALSE,FALSE
292,5   False,FALSE,FALSE
292,6   False,FALSE,TRUE
292,7   False,FALSE,FALSE
292,8   False,FALSE,TRUE
292,9   False,TRUE,TRUE
293,0   False,TRUE,FALSE
293,1   False,TRUE,FALSE
293,2   False,TRUE,TRUE
293,3   False,TRUE,TRUE
293,4   False,TRUE,FALSE
293,5   False,FALSE,FALSE
293,6   False,TRUE,TRUE
293,7   False,FALSE,TRUE
293,8   False,FALSE,FALSE
293,9   False,FALSE,FALSE
294,0   False,FALSE,FALSE
294,1   False,TRUE,FALSE
294,2   False,FALSE,FALSE
294,3    True,TRUE,FALSE
294,4    True,TRUE,FALSE
294,5    True,TRUE,FALSE
294,6   False,TRUE,TRUE
294,7   False,TRUE,FALSE
294,8    True,FALSE,FALSE
294,9   False,TRUE,TRUE
295,0    True,TRUE,FALSE
295,1   False,FALSE,FALSE
295,2   False,TRUE,FALSE
295,3   False,TRUE,FALSE
295,4   False,FALSE,FALSE
295,5    True,TRUE,TRUE
295,6   False,TRUE,FALSE
295,7   False,TRUE,TRUE
295,8    True,TRUE,FALSE
295,9    True,FALSE,FALSE
296,0   False,FALSE,FALSE
296,1   False,TRUE,FALSE
296,2   False,TRUE,FALSE
296,3   False,TRUE,FALSE
296,4   False,FALSE,FALSE
296,5   False,FALSE,FALSE
296,6   False,TRUE,TRUE
296,7   False,TRUE,TRUE
296,8   False,TRUE,FALSE
296,9   False,TRUE,FALSE
297,0   False,FALSE,TRUE
297,1    True,TRUE,TRUE
297,2   False,FALSE,FALSE
297,3    True,TRUE,FALSE
297,4   False,TRUE,FALSE
297,5    True,FALSE,FALSE
297,6    True,FALSE,FALSE
297,7   False,TRUE,TRUE
297,8   False,TRUE,TRUE
297,9   False,TRUE,FALSE
298,0    True,FALSE,TRUE
298,1    True,TRUE,FALSE
298,2   False,FALSE,FALSE
298,3   False,FALSE,TRUE
298,4   False,FALSE,TRUE
298,5    True,TRUE,FALSE
298,6    True,TRUE,FALSE
298,7   False,FALSE,FALSE
298,8    True,FALSE,FALSE
298,9   False,TRUE,TRUE
299,0   False,TRUE,FALSE
299,1    True,TRUE,FALSE
299,2    True,FALSE,TRUE
299,3    True,FALSE,TRUE
299,4    True,TRUE,TRUE
299,5   False,FALSE,FALSE
299,6   False,TRUE,TRUE
299,7    True,FALSE,FALSE
299,8   False,TRUE,FALSE
299,9   False,TRUE,TRUE
300,0   False,TRUE,TRUE
300,1   False,TRUE,TRUE
300,2    True,FALSE,FALSE
300,3    True,FALSE,FALSE
300,4   False,TRUE,TRUE
300,5    True,TRUE,FALSE
300,6   False,TRUE,TRUE
300,7    True,FALSE,TRUE
300,8    True,TRUE,FALSE
300,9   False,FALSE,TRUE
301,0    True,TRUE,TRUE
301,1   False,TRUE,TRUE
301,2   False,TRUE,TRUE
301,3    True,TRUE,TRUE
301,4   False,FALSE,FALSE
301,5    True,FALSE,FALSE
301,6   False,FALSE,FALSE
301,7   False,FALSE,TRUE
301,8   False,FALSE,FALSE
301,9   False,FALSE,FALSE
302,0   False,TRUE,FALSE
302,1   False,TRUE,TRUE
302,2   False,TRUE,FALSE
302,3   False,TRUE,FALSE
302,4    True,TRUE,TRUE
302,5   False,FALSE,FALSE
302,6    True,FALSE,TRUE
302,7   False,TRUE,TRUE
302,8    True,TRUE,FALSE
302,9   False,TRUE,FALSE
303,0    True,FALSE,FALSE
303,1   False,TRUE,FALSE
303,2   False,TRUE,TRUE
303,3   False,TRUE,FALSE
303,4   False,FALSE,FALSE
303,5   False,FALSE,FALSE
303,6    True,TRUE,FALSE
303,7   False,FALSE,FALSE
303,8    True,FALSE,FALSE
303,9   False,FALSE,FALSE
304,0   False,TRUE,FALSE
304,1    True,FALSE,FALSE
304,2    True,TRUE,TRUE
304,3   False,FALSE,TRUE
304,4    True,FALSE,FALSE
304,5   False,TRUE,FALSE
304,6   False,TRUE,FALSE
304,7    True,TRUE,FALSE
304,8    True,FALSE,TRUE
304,9    True,TRUE,FALSE
305,0    True,TRUE,TRUE
305,1   False,TRUE,TRUE
305,2    True,TRUE,FALSE
305,3   False,FALSE,TRUE
305,4   False,TRUE,FALSE
305,5   False,FALSE,TRUE
305,6   False,TRUE,TRUE
305,7   False,TRUE,FALSE
305,8   False,TRUE,FALSE
305,9   False,FALSE,FALSE
306,0    True,TRUE,FALSE
306,1   False,TRUE,TRUE
306,2   False,FALSE,FALSE
306,3   False,TRUE,TRUE
