,Hunger,Potter,Twilight,Mockingbird,Gatsby
376,9   False,TRUE,FALSE,FALSE,FALSE
377,0   False,FALSE,FALSE,TRUE,TRUE
377,1   False,FALSE,TRUE,TRUE,FALSE
377,2   False,FALSE,FALSE,TRUE,FALSE
377,3    True,FALSE,FALSE,FALSE,FALSE
377,4    True,TRUE,FALSE,FALSE,FALSE
377,5    True,FALSE,FALSE,FALSE,FALSE
377,6   False,TRUE,TRUE,FALSE,FALSE
377,7    True,FALSE,FALSE,FALSE,FALSE
377,8   False,FALSE,FALSE,TRUE,TRUE
377,9    True,FALSE,FALSE,TRUE,FALSE
378,0    True,TRUE,TRUE,FALSE,FALSE
378,1   False,TRUE,FALSE,FALSE,TRUE
378,2   False,TRUE,FALSE,TRUE,TRUE
378,3   False,TRUE,TRUE,FALSE,FALSE
378,4   False,TRUE,FALSE,TRUE,FALSE
378,5   False,FALSE,TRUE,TRUE,TRUE
378,6    True,FALSE,FALSE,FALSE,FALSE
378,7   False,TRUE,TRUE,TRUE,TRUE
378,8   False,TRUE,TRUE,TRUE,FALSE
378,9    True,FALSE,FALSE,FALSE,FALSE
379,0    True,FALSE,FALSE,FALSE,FALSE
379,1   False,TRUE,FALSE,FALSE,FALSE
379,2   False,FALSE,FALSE,TRUE,TRUE
379,3   False,TRUE,TRUE,FALSE,FALSE
379,4    True,TRUE,FALSE,TRUE,FALSE
379,5   False,TRUE,TRUE,FALSE,TRUE
379,6    True,FALSE,TRUE,FALSE,FALSE
379,7    True,FALSE,FALSE,TRUE,TRUE
379,8    True,FALSE,FALSE,FALSE,FALSE
379,9   False,TRUE,FALSE,TRUE,TRUE
380,0    True,TRUE,FALSE,FALSE,FALSE
380,1    True,FALSE,FALSE,FALSE,FALSE
380,2   False,FALSE,FALSE,TRUE,TRUE
380,3    True,FALSE,FALSE,FALSE,FALSE
380,4    True,FALSE,TRUE,FALSE,FALSE
380,5    True,TRUE,FALSE,TRUE,FALSE
380,6   False,TRUE,TRUE,TRUE,FALSE
380,7   False,TRUE,FALSE,FALSE,FALSE
380,8    True,TRUE,FALSE,FALSE,TRUE
380,9   False,FALSE,FALSE,TRUE,TRUE
381,0   False,TRUE,FALSE,TRUE,FALSE
381,1   False,TRUE,FALSE,TRUE,FALSE
381,2    True,TRUE,TRUE,FALSE,FALSE
381,3   False,FALSE,FALSE,TRUE,FALSE
381,4   False,TRUE,FALSE,FALSE,FALSE
381,5   False,TRUE,FALSE,FALSE,FALSE
381,6   False,TRUE,FALSE,TRUE,FALSE
381,7    True,FALSE,FALSE,FALSE,FALSE
381,8   False,FALSE,FALSE,FALSE,TRUE
381,9   False,TRUE,FALSE,TRUE,FALSE
382,0   False,FALSE,FALSE,TRUE,FALSE
382,1   False,FALSE,FALSE,TRUE,TRUE
382,2   False,TRUE,TRUE,FALSE,FALSE
382,3    True,FALSE,FALSE,FALSE,FALSE
382,4    True,TRUE,FALSE,TRUE,FALSE
382,5    True,FALSE,FALSE,FALSE,FALSE
382,6    True,FALSE,FALSE,FALSE,FALSE
382,7   False,TRUE,FALSE,FALSE,FALSE
382,8   False,FALSE,TRUE,FALSE,FALSE
382,9   False,TRUE,FALSE,FALSE,FALSE
383,0   False,TRUE,FALSE,FALSE,FALSE
383,1   False,FALSE,FALSE,TRUE,TRUE
383,2    True,TRUE,TRUE,FALSE,FALSE
383,3    True,FALSE,FALSE,FALSE,FALSE
383,4   False,FALSE,FALSE,TRUE,FALSE
383,5    True,TRUE,FALSE,FALSE,TRUE
383,6   False,TRUE,FALSE,TRUE,TRUE
383,7   False,TRUE,FALSE,FALSE,TRUE
383,8   False,FALSE,TRUE,TRUE,FALSE
383,9   False,TRUE,FALSE,TRUE,FALSE
384,0    True,TRUE,TRUE,TRUE,TRUE
384,1   False,FALSE,FALSE,TRUE,TRUE
384,2   False,FALSE,FALSE,TRUE,FALSE
384,3    True,TRUE,FALSE,FALSE,FALSE
384,4   False,TRUE,FALSE,FALSE,TRUE
384,5    True,TRUE,FALSE,TRUE,TRUE
384,6   False,FALSE,FALSE,TRUE,FALSE
384,7   False,TRUE,FALSE,TRUE,FALSE
384,8    True,TRUE,TRUE,TRUE,TRUE
384,9    True,FALSE,FALSE,FALSE,TRUE
385,0   False,TRUE,FALSE,TRUE,TRUE
385,1    True,FALSE,FALSE,FALSE,FALSE
385,2    True,TRUE,TRUE,FALSE,FALSE
385,3   False,FALSE,FALSE,FALSE,TRUE
385,4    True,TRUE,TRUE,FALSE,FALSE
385,5    True,TRUE,FALSE,TRUE,FALSE
385,6    True,FALSE,FALSE,FALSE,FALSE
385,7    True,TRUE,FALSE,FALSE,FALSE
385,8   False,FALSE,FALSE,TRUE,TRUE
385,9   False,FALSE,FALSE,FALSE,TRUE
386,0   False,FALSE,TRUE,TRUE,FALSE
386,1   False,TRUE,FALSE,FALSE,TRUE
386,2    True,FALSE,TRUE,FALSE,FALSE
386,3    True,TRUE,FALSE,TRUE,FALSE
386,4   False,TRUE,FALSE,FALSE,FALSE
386,5    True,FALSE,FALSE,FALSE,FALSE
386,6   False,FALSE,TRUE,TRUE,FALSE
386,7   False,FALSE,FALSE,TRUE,TRUE
386,8   False,TRUE,FALSE,TRUE,TRUE
386,9    True,TRUE,TRUE,FALSE,FALSE
387,0    True,TRUE,FALSE,TRUE,TRUE
387,1    True,FALSE,FALSE,TRUE,FALSE
387,2   False,FALSE,TRUE,FALSE,FALSE
387,3   False,FALSE,FALSE,FALSE,TRUE
387,4    True,TRUE,FALSE,TRUE,TRUE
387,5    True,FALSE,FALSE,FALSE,FALSE
387,6   False,FALSE,FALSE,TRUE,TRUE
387,7   False,FALSE,TRUE,FALSE,FALSE
387,8    True,FALSE,FALSE,FALSE,FALSE
387,9    True,FALSE,FALSE,FALSE,FALSE
388,0    True,FALSE,FALSE,FALSE,FALSE
388,1    True,FALSE,FALSE,FALSE,FALSE
388,2   False,TRUE,TRUE,TRUE,TRUE
388,3    True,FALSE,FALSE,FALSE,FALSE
388,4   False,FALSE,FALSE,TRUE,TRUE
388,5   False,FALSE,FALSE,FALSE,TRUE
388,6   False,TRUE,FALSE,TRUE,FALSE
388,7   False,TRUE,FALSE,TRUE,FALSE
388,8   False,TRUE,TRUE,FALSE,TRUE
388,9   False,TRUE,TRUE,TRUE,FALSE
389,0   False,TRUE,FALSE,TRUE,FALSE
389,1   False,FALSE,FALSE,TRUE,FALSE
389,2   False,TRUE,TRUE,FALSE,FALSE
389,3    True,TRUE,FALSE,FALSE,FALSE
389,4   False,TRUE,FALSE,TRUE,TRUE
389,5   False,TRUE,FALSE,FALSE,FALSE
389,6    True,FALSE,TRUE,TRUE,TRUE
389,7    True,FALSE,FALSE,FALSE,FALSE
389,8   False,TRUE,TRUE,FALSE,FALSE
389,9   False,TRUE,TRUE,TRUE,TRUE
390,0   False,TRUE,FALSE,FALSE,FALSE
390,1   False,TRUE,FALSE,TRUE,FALSE
390,2    True,TRUE,FALSE,FALSE,FALSE
390,3   False,FALSE,FALSE,TRUE,TRUE
390,4   False,TRUE,TRUE,FALSE,FALSE
390,5    True,FALSE,TRUE,TRUE,FALSE
390,6    True,FALSE,TRUE,FALSE,FALSE
390,7   False,FALSE,FALSE,TRUE,TRUE
390,8   False,TRUE,TRUE,FALSE,FALSE
390,9   False,TRUE,FALSE,FALSE,TRUE
391,0   False,FALSE,TRUE,FALSE,FALSE
391,1   False,TRUE,TRUE,FALSE,TRUE
391,2   False,TRUE,FALSE,FALSE,FALSE
391,3    True,FALSE,FALSE,FALSE,FALSE
391,4    True,FALSE,FALSE,TRUE,FALSE
391,5   False,FALSE,TRUE,FALSE,FALSE
391,6   False,FALSE,FALSE,TRUE,TRUE
391,7    True,TRUE,FALSE,TRUE,FALSE
391,8   False,FALSE,FALSE,FALSE,TRUE
391,9   False,TRUE,FALSE,TRUE,TRUE
392,0   False,TRUE,TRUE,TRUE,TRUE
392,1    True,TRUE,FALSE,FALSE,FALSE
392,2   False,TRUE,TRUE,FALSE,FALSE
392,3    True,FALSE,FALSE,FALSE,FALSE
392,4    True,FALSE,FALSE,TRUE,FALSE
392,5    True,FALSE,FALSE,FALSE,FALSE
392,6   False,TRUE,FALSE,TRUE,TRUE
392,7   False,TRUE,FALSE,FALSE,FALSE
392,8   False,FALSE,FALSE,TRUE,FALSE
392,9    True,FALSE,FALSE,TRUE,TRUE
393,0   False,FALSE,FALSE,FALSE,TRUE
393,1    True,TRUE,FALSE,FALSE,FALSE
393,2    True,TRUE,FALSE,FALSE,TRUE
393,3    True,TRUE,TRUE,TRUE,TRUE
393,4    True,FALSE,FALSE,FALSE,FALSE
393,5   False,TRUE,FALSE,FALSE,TRUE
393,6   False,FALSE,FALSE,FALSE,TRUE
393,7    True,FALSE,FALSE,FALSE,FALSE
393,8    True,FALSE,FALSE,FALSE,TRUE
393,9   False,TRUE,FALSE,FALSE,FALSE
394,0   False,FALSE,TRUE,FALSE,FALSE
394,1    True,TRUE,TRUE,TRUE,FALSE
394,2    True,FALSE,FALSE,TRUE,FALSE
394,3    True,TRUE,TRUE,TRUE,TRUE
394,4   False,TRUE,FALSE,FALSE,FALSE
394,5   False,TRUE,FALSE,TRUE,TRUE
394,6    True,FALSE,FALSE,FALSE,FALSE
394,7    True,TRUE,FALSE,TRUE,TRUE
394,8   False,TRUE,FALSE,FALSE,FALSE
394,9   False,FALSE,TRUE,FALSE,FALSE
395,0   False,FALSE,TRUE,TRUE,TRUE
395,1   False,TRUE,FALSE,FALSE,FALSE
395,2   False,TRUE,FALSE,FALSE,FALSE
395,3   False,TRUE,TRUE,FALSE,FALSE
395,4   False,FALSE,FALSE,FALSE,TRUE
395,5    True,TRUE,TRUE,FALSE,FALSE
395,6   False,FALSE,FALSE,FALSE,TRUE
395,7    True,FALSE,FALSE,FALSE,FALSE
395,8   False,TRUE,FALSE,FALSE,FALSE
395,9   False,FALSE,FALSE,TRUE,FALSE
396,0   False,TRUE,FALSE,FALSE,FALSE
396,1    True,FALSE,FALSE,TRUE,FALSE
396,2    True,FALSE,FALSE,FALSE,FALSE
396,3    True,TRUE,TRUE,FALSE,FALSE
396,4   False,TRUE,FALSE,TRUE,TRUE
396,5    True,FALSE,FALSE,FALSE,FALSE
396,6    True,FALSE,TRUE,FALSE,FALSE
396,7   False,TRUE,FALSE,TRUE,TRUE
396,8    True,TRUE,TRUE,FALSE,TRUE
396,9    True,TRUE,FALSE,TRUE,FALSE
397,0    True,FALSE,FALSE,TRUE,FALSE
397,1   False,TRUE,FALSE,FALSE,FALSE
397,2   False,TRUE,FALSE,FALSE,TRUE
397,3   False,FALSE,FALSE,TRUE,TRUE
397,4    True,FALSE,FALSE,TRUE,FALSE
397,5    True,TRUE,FALSE,TRUE,FALSE
397,6    True,FALSE,FALSE,TRUE,FALSE
397,7    True,FALSE,TRUE,FALSE,FALSE
397,8   False,TRUE,FALSE,TRUE,FALSE
397,9   False,FALSE,FALSE,TRUE,FALSE
398,0    True,TRUE,FALSE,FALSE,FALSE
398,1   False,FALSE,TRUE,FALSE,FALSE
398,2   False,TRUE,FALSE,TRUE,TRUE
398,3   False,FALSE,FALSE,TRUE,FALSE
398,4    True,FALSE,TRUE,FALSE,FALSE
398,5    True,TRUE,FALSE,TRUE,TRUE
398,6    True,FALSE,FALSE,FALSE,FALSE
398,7   False,TRUE,TRUE,TRUE,TRUE
398,8   False,TRUE,FALSE,FALSE,FALSE
398,9    True,TRUE,FALSE,TRUE,FALSE
399,0   False,TRUE,TRUE,FALSE,FALSE
399,1   False,FALSE,FALSE,TRUE,FALSE
399,2   False,FALSE,FALSE,TRUE,FALSE
399,3    True,FALSE,FALSE,TRUE,FALSE
399,4   False,TRUE,FALSE,FALSE,TRUE
399,5   False,FALSE,TRUE,FALSE,FALSE
399,6    True,FALSE,FALSE,TRUE,FALSE
399,7   False,TRUE,TRUE,TRUE,TRUE
399,8   False,TRUE,TRUE,TRUE,TRUE
399,9   False,TRUE,TRUE,FALSE,FALSE
400,0    True,TRUE,FALSE,TRUE,FALSE
400,1    True,FALSE,TRUE,TRUE,TRUE
400,2    True,FALSE,FALSE,FALSE,FALSE
400,3    True,FALSE,FALSE,FALSE,FALSE
400,4    True,FALSE,FALSE,FALSE,FALSE
400,5   False,TRUE,FALSE,FALSE,FALSE
400,6   False,TRUE,FALSE,FALSE,FALSE
400,7   False,TRUE,FALSE,FALSE,FALSE
400,8   False,TRUE,FALSE,FALSE,FALSE
400,9   False,FALSE,FALSE,TRUE,TRUE
401,0   False,FALSE,FALSE,TRUE,FALSE
401,1   False,TRUE,FALSE,TRUE,FALSE
401,2   False,TRUE,FALSE,TRUE,FALSE
401,3    True,FALSE,FALSE,FALSE,FALSE
401,4    True,FALSE,FALSE,FALSE,FALSE
401,5   False,FALSE,FALSE,TRUE,TRUE
401,6    True,FALSE,FALSE,TRUE,FALSE
401,7    True,FALSE,FALSE,TRUE,FALSE
401,8   False,TRUE,TRUE,FALSE,FALSE
401,9   False,TRUE,TRUE,FALSE,FALSE
402,0   False,TRUE,FALSE,TRUE,FALSE
402,1    True,TRUE,FALSE,TRUE,FALSE
402,2   False,FALSE,TRUE,FALSE,TRUE
402,3    True,TRUE,TRUE,TRUE,TRUE
402,4   False,TRUE,TRUE,TRUE,FALSE
402,5   False,FALSE,FALSE,TRUE,FALSE
402,6   False,FALSE,FALSE,TRUE,TRUE
402,7   False,TRUE,TRUE,FALSE,FALSE
402,8   False,FALSE,FALSE,TRUE,TRUE
402,9    True,TRUE,FALSE,TRUE,FALSE
403,0   False,TRUE,TRUE,FALSE,FALSE
403,1   False,FALSE,FALSE,FALSE,TRUE
403,2    True,FALSE,FALSE,FALSE,FALSE
403,3   False,FALSE,FALSE,TRUE,FALSE
403,4   False,TRUE,FALSE,TRUE,TRUE
403,5    True,FALSE,FALSE,TRUE,TRUE
403,6    True,TRUE,FALSE,TRUE,FALSE
403,7    True,FALSE,TRUE,FALSE,FALSE
403,8    True,TRUE,TRUE,FALSE,FALSE
403,9   False,TRUE,FALSE,FALSE,FALSE
404,0   False,FALSE,TRUE,FALSE,FALSE
404,1   False,TRUE,FALSE,FALSE,TRUE
404,2    True,FALSE,FALSE,TRUE,TRUE
404,3   False,FALSE,TRUE,FALSE,FALSE
404,4    True,TRUE,FALSE,FALSE,FALSE
404,5    True,FALSE,FALSE,FALSE,FALSE
404,6   False,TRUE,FALSE,TRUE,TRUE
404,7   False,FALSE,TRUE,FALSE,FALSE
404,8    True,TRUE,FALSE,TRUE,TRUE
404,9   False,TRUE,FALSE,FALSE,FALSE
405,0   False,TRUE,FALSE,TRUE,FALSE
405,1   False,TRUE,TRUE,FALSE,FALSE
405,2    True,TRUE,FALSE,FALSE,FALSE
405,3   False,TRUE,FALSE,TRUE,TRUE
405,4   False,TRUE,TRUE,TRUE,TRUE
405,5    True,TRUE,FALSE,FALSE,FALSE
405,6    True,TRUE,FALSE,TRUE,FALSE
405,7    True,FALSE,FALSE,FALSE,FALSE
405,8    True,TRUE,FALSE,FALSE,FALSE
405,9    True,TRUE,FALSE,FALSE,FALSE
406,0   False,FALSE,FALSE,TRUE,TRUE
406,1    True,TRUE,FALSE,FALSE,TRUE
406,2    True,FALSE,FALSE,TRUE,FALSE
406,3   False,TRUE,FALSE,TRUE,TRUE
406,4   False,TRUE,FALSE,TRUE,FALSE
406,5   False,TRUE,FALSE,FALSE,TRUE
406,6    True,TRUE,FALSE,FALSE,FALSE
406,7   False,FALSE,TRUE,TRUE,TRUE
406,8    True,FALSE,FALSE,TRUE,FALSE
406,9   False,TRUE,FALSE,TRUE,TRUE
407,0    True,FALSE,FALSE,TRUE,FALSE
407,1    True,FALSE,FALSE,FALSE,FALSE
407,2   False,FALSE,FALSE,TRUE,FALSE
407,3    True,FALSE,FALSE,TRUE,FALSE
407,4    True,FALSE,FALSE,FALSE,FALSE
407,5    True,TRUE,TRUE,TRUE,FALSE
407,6    True,FALSE,TRUE,TRUE,FALSE
407,7    True,TRUE,FALSE,TRUE,FALSE
407,8   False,FALSE,TRUE,FALSE,FALSE
407,9    True,FALSE,FALSE,FALSE,FALSE
408,0    True,FALSE,FALSE,FALSE,TRUE
408,1   False,TRUE,FALSE,TRUE,FALSE
408,2    True,FALSE,FALSE,FALSE,FALSE
408,3   False,FALSE,FALSE,FALSE,TRUE
408,4    True,TRUE,TRUE,FALSE,TRUE
408,5    True,FALSE,FALSE,FALSE,FALSE
408,6   False,TRUE,TRUE,FALSE,FALSE
408,7    True,FALSE,TRUE,FALSE,FALSE
408,8    True,FALSE,FALSE,FALSE,FALSE
408,9   False,TRUE,FALSE,FALSE,FALSE
409,0   False,TRUE,TRUE,FALSE,TRUE
409,1   False,TRUE,FALSE,FALSE,FALSE
409,2   False,FALSE,FALSE,TRUE,TRUE
409,3   False,FALSE,FALSE,TRUE,FALSE
409,4    True,FALSE,FALSE,FALSE,FALSE
409,5    True,TRUE,TRUE,TRUE,FALSE
409,6    True,TRUE,FALSE,FALSE,TRUE
409,7    True,TRUE,TRUE,FALSE,FALSE
409,8   False,TRUE,FALSE,TRUE,FALSE
409,9    True,TRUE,FALSE,TRUE,TRUE
410,0    True,FALSE,FALSE,FALSE,TRUE
410,1    True,TRUE,FALSE,TRUE,TRUE
410,2   False,FALSE,FALSE,FALSE,TRUE
410,3   False,TRUE,FALSE,TRUE,TRUE
410,4   False,TRUE,FALSE,TRUE,FALSE
410,5    True,TRUE,FALSE,FALSE,FALSE
410,6   False,FALSE,TRUE,FALSE,TRUE
410,7    True,FALSE,FALSE,FALSE,FALSE
410,8    True,TRUE,FALSE,TRUE,TRUE
410,9    True,FALSE,TRUE,TRUE,FALSE
411,0    True,FALSE,FALSE,FALSE,FALSE
411,1   False,FALSE,FALSE,TRUE,FALSE
411,2    True,TRUE,TRUE,TRUE,TRUE
411,3    True,TRUE,FALSE,FALSE,FALSE
411,4   False,TRUE,FALSE,TRUE,TRUE
411,5    True,TRUE,FALSE,TRUE,TRUE
411,6    True,TRUE,FALSE,FALSE,FALSE
411,7   False,FALSE,FALSE,TRUE,TRUE
411,8    True,TRUE,TRUE,TRUE,FALSE
411,9   False,FALSE,FALSE,TRUE,FALSE
412,0    True,TRUE,TRUE,FALSE,FALSE
412,1    True,TRUE,FALSE,FALSE,FALSE
412,2    True,TRUE,TRUE,FALSE,FALSE
412,3    True,TRUE,FALSE,FALSE,FALSE
412,4   False,FALSE,FALSE,TRUE,FALSE
412,5    True,TRUE,FALSE,TRUE,TRUE
412,6    True,FALSE,FALSE,FALSE,FALSE
412,7   False,TRUE,TRUE,TRUE,FALSE
412,8   False,TRUE,FALSE,TRUE,FALSE
412,9    True,TRUE,TRUE,TRUE,TRUE
413,0   False,FALSE,FALSE,TRUE,TRUE
413,1   False,FALSE,FALSE,FALSE,TRUE
413,2   False,TRUE,FALSE,FALSE,FALSE
413,3   False,TRUE,FALSE,TRUE,TRUE
413,4   False,TRUE,FALSE,FALSE,FALSE
413,5    True,TRUE,FALSE,FALSE,FALSE
413,6   False,TRUE,TRUE,FALSE,TRUE
413,7    True,FALSE,FALSE,FALSE,FALSE
413,8    True,FALSE,FALSE,FALSE,FALSE
413,9    True,TRUE,FALSE,FALSE,FALSE
414,0   False,FALSE,FALSE,TRUE,TRUE
414,1   False,TRUE,FALSE,FALSE,FALSE
414,2   False,FALSE,FALSE,TRUE,FALSE
414,3    True,TRUE,FALSE,TRUE,TRUE
414,4    True,TRUE,FALSE,TRUE,TRUE
414,5    True,FALSE,TRUE,FALSE,FALSE
414,6   False,TRUE,TRUE,TRUE,FALSE
414,7    True,TRUE,FALSE,FALSE,TRUE
414,8    True,FALSE,FALSE,FALSE,FALSE
414,9    True,FALSE,FALSE,TRUE,TRUE
415,0    True,TRUE,FALSE,TRUE,FALSE
415,1   False,FALSE,FALSE,TRUE,TRUE
415,2    True,FALSE,FALSE,FALSE,FALSE
415,3    True,TRUE,FALSE,TRUE,TRUE
415,4   False,TRUE,FALSE,FALSE,FALSE
415,5    True,FALSE,FALSE,TRUE,TRUE
415,6   False,TRUE,FALSE,FALSE,FALSE
415,7    True,TRUE,FALSE,TRUE,TRUE
415,8    True,TRUE,TRUE,TRUE,FALSE
415,9    True,TRUE,FALSE,TRUE,TRUE
416,0    True,FALSE,FALSE,FALSE,FALSE
416,1   False,FALSE,FALSE,FALSE,TRUE
416,2    True,TRUE,TRUE,TRUE,FALSE
416,3    True,FALSE,FALSE,FALSE,FALSE
416,4   False,TRUE,FALSE,FALSE,TRUE
416,5    True,FALSE,FALSE,FALSE,FALSE
416,6    True,TRUE,FALSE,FALSE,FALSE
416,7    True,TRUE,FALSE,FALSE,FALSE
416,8   False,FALSE,TRUE,TRUE,TRUE
416,9    True,TRUE,FALSE,FALSE,TRUE
417,0   False,TRUE,TRUE,TRUE,TRUE
417,1    True,FALSE,FALSE,FALSE,FALSE
417,2   False,TRUE,FALSE,TRUE,TRUE
417,3   False,TRUE,FALSE,TRUE,FALSE
417,4   False,FALSE,FALSE,TRUE,FALSE
417,5    True,FALSE,FALSE,TRUE,FALSE
417,6   False,TRUE,FALSE,FALSE,TRUE
417,7   False,TRUE,FALSE,FALSE,FALSE
417,8    True,FALSE,FALSE,FALSE,FALSE
417,9    True,FALSE,FALSE,FALSE,FALSE
418,0    True,TRUE,FALSE,FALSE,FALSE
418,1   False,FALSE,FALSE,TRUE,TRUE
418,2    True,TRUE,FALSE,FALSE,FALSE
418,3    True,FALSE,FALSE,FALSE,FALSE
418,4   False,TRUE,TRUE,TRUE,TRUE
418,5   False,TRUE,TRUE,FALSE,FALSE
418,6    True,FALSE,FALSE,FALSE,FALSE
418,7    True,FALSE,FALSE,TRUE,FALSE
418,8    True,FALSE,TRUE,FALSE,FALSE
418,9    True,TRUE,TRUE,TRUE,TRUE
419,0    True,FALSE,TRUE,FALSE,FALSE
419,1    True,FALSE,FALSE,FALSE,FALSE
419,2   False,TRUE,TRUE,TRUE,FALSE
419,3   False,TRUE,FALSE,FALSE,FALSE
419,4    True,FALSE,FALSE,FALSE,FALSE
419,5   False,FALSE,TRUE,TRUE,FALSE
419,6   False,TRUE,TRUE,FALSE,TRUE
419,7    True,FALSE,FALSE,FALSE,TRUE
419,8    True,TRUE,TRUE,TRUE,FALSE
419,9    True,FALSE,FALSE,FALSE,FALSE
420,0   False,TRUE,TRUE,TRUE,FALSE
420,1    True,TRUE,FALSE,FALSE,FALSE
420,2   False,TRUE,FALSE,TRUE,FALSE
420,3    True,FALSE,FALSE,FALSE,FALSE
420,4   False,TRUE,FALSE,FALSE,FALSE
420,5   False,FALSE,FALSE,TRUE,FALSE
420,6    True,TRUE,FALSE,FALSE,FALSE
420,7   False,TRUE,FALSE,FALSE,FALSE
420,8    True,FALSE,FALSE,FALSE,FALSE
420,9    True,FALSE,FALSE,FALSE,FALSE
421,0   False,FALSE,FALSE,TRUE,FALSE
421,1    True,FALSE,FALSE,FALSE,FALSE
421,2    True,FALSE,TRUE,TRUE,FALSE
421,3    True,FALSE,FALSE,FALSE,FALSE
421,4    True,FALSE,FALSE,FALSE,FALSE
421,5    True,FALSE,FALSE,FALSE,FALSE
421,6    True,FALSE,FALSE,TRUE,TRUE
421,7    True,FALSE,FALSE,FALSE,FALSE
421,8    True,FALSE,FALSE,FALSE,FALSE
421,9   False,FALSE,FALSE,TRUE,TRUE
422,0   False,TRUE,FALSE,TRUE,TRUE
422,1    True,TRUE,TRUE,FALSE,FALSE
422,2   False,FALSE,FALSE,TRUE,FALSE
422,3    True,TRUE,FALSE,TRUE,TRUE
422,4    True,FALSE,TRUE,FALSE,FALSE
422,5    True,TRUE,FALSE,TRUE,FALSE
422,6    True,TRUE,FALSE,TRUE,FALSE
422,7    True,TRUE,FALSE,FALSE,FALSE
422,8    True,TRUE,TRUE,TRUE,TRUE
422,9    True,TRUE,FALSE,TRUE,FALSE
423,0    True,TRUE,FALSE,FALSE,FALSE
423,1   False,FALSE,TRUE,TRUE,FALSE
423,2    True,TRUE,FALSE,FALSE,FALSE
423,3    True,FALSE,TRUE,FALSE,FALSE
423,4    True,TRUE,TRUE,TRUE,FALSE
423,5   False,TRUE,FALSE,FALSE,TRUE
423,6   False,TRUE,FALSE,TRUE,TRUE
423,7    True,FALSE,FALSE,FALSE,FALSE
423,8   False,TRUE,FALSE,TRUE,FALSE
423,9    True,FALSE,FALSE,FALSE,FALSE
424,0    True,TRUE,TRUE,TRUE,TRUE
424,1    True,TRUE,TRUE,TRUE,TRUE
424,2   False,FALSE,TRUE,FALSE,FALSE
424,3    True,FALSE,FALSE,FALSE,FALSE
424,4   False,FALSE,TRUE,TRUE,FALSE
424,5    True,TRUE,FALSE,TRUE,FALSE
424,6    True,FALSE,FALSE,FALSE,FALSE
424,7   False,FALSE,TRUE,TRUE,TRUE
424,8   False,TRUE,FALSE,FALSE,FALSE
424,9    True,FALSE,FALSE,FALSE,FALSE
425,0   False,FALSE,FALSE,TRUE,FALSE
425,1   False,FALSE,TRUE,TRUE,TRUE
425,2   False,FALSE,FALSE,TRUE,FALSE
425,3   False,FALSE,FALSE,TRUE,TRUE
425,4    True,FALSE,FALSE,FALSE,FALSE
425,5   False,FALSE,FALSE,FALSE,TRUE
425,6    True,TRUE,FALSE,FALSE,TRUE
425,7    True,FALSE,FALSE,FALSE,FALSE
425,8   False,TRUE,FALSE,FALSE,TRUE
425,9   False,TRUE,FALSE,FALSE,FALSE
426,0    True,TRUE,TRUE,TRUE,TRUE
426,1   False,FALSE,FALSE,TRUE,FALSE
426,2   False,TRUE,TRUE,FALSE,FALSE
426,3    True,TRUE,FALSE,FALSE,FALSE
426,4    True,FALSE,FALSE,FALSE,FALSE
426,5    True,FALSE,FALSE,FALSE,FALSE
426,6   False,TRUE,FALSE,TRUE,TRUE
426,7    True,FALSE,FALSE,FALSE,FALSE
426,8    True,TRUE,FALSE,TRUE,TRUE
426,9    True,TRUE,TRUE,FALSE,TRUE
427,0   False,FALSE,FALSE,FALSE,TRUE
427,1   False,FALSE,FALSE,TRUE,TRUE
427,2    True,FALSE,FALSE,FALSE,FALSE
427,3    True,FALSE,FALSE,FALSE,FALSE
427,4   False,TRUE,FALSE,FALSE,FALSE
427,5   False,TRUE,FALSE,TRUE,TRUE
427,6   False,TRUE,TRUE,TRUE,FALSE
427,7   False,TRUE,TRUE,TRUE,TRUE
427,8    True,FALSE,FALSE,FALSE,FALSE
427,9   False,TRUE,FALSE,TRUE,TRUE
428,0    True,FALSE,TRUE,FALSE,FALSE
428,1    True,TRUE,FALSE,FALSE,FALSE
428,2   False,FALSE,FALSE,FALSE,TRUE
428,3    True,FALSE,FALSE,FALSE,FALSE
428,4    True,FALSE,FALSE,FALSE,TRUE
428,5   False,FALSE,FALSE,TRUE,FALSE
428,6   False,FALSE,FALSE,TRUE,TRUE
428,7    True,FALSE,FALSE,TRUE,FALSE
428,8   False,TRUE,FALSE,FALSE,TRUE
428,9    True,TRUE,TRUE,FALSE,FALSE
429,0   False,TRUE,FALSE,FALSE,FALSE
429,1   False,FALSE,FALSE,TRUE,FALSE
429,2   False,TRUE,TRUE,TRUE,TRUE
429,3   False,FALSE,FALSE,TRUE,TRUE
429,4    True,TRUE,FALSE,TRUE,TRUE
429,5   False,FALSE,FALSE,FALSE,TRUE
429,6   False,FALSE,FALSE,TRUE,TRUE
429,7    True,FALSE,FALSE,FALSE,FALSE
429,8   False,FALSE,FALSE,TRUE,FALSE
429,9   False,FALSE,FALSE,TRUE,FALSE
430,0   False,TRUE,TRUE,FALSE,FALSE
430,1   False,TRUE,FALSE,TRUE,TRUE
430,2   False,FALSE,FALSE,TRUE,TRUE
430,3   False,TRUE,FALSE,FALSE,FALSE
430,4    True,TRUE,TRUE,FALSE,FALSE
430,5   False,FALSE,FALSE,TRUE,TRUE
